"SynonymID","SpeciesID","SynSCAMITID","SynonymGenus","SynonymSpecies","SynonymDescriber","DateSynonymAdded","Comments","SpeciesListSortID","chkSynGenRed","chkSynSpRed","chkSynAuth"
201631.00,480.00,1650.00,"Agathotoma","quintinensis","of Dall 1925",,,82450,0,0,0
201632.00,480.00,1651.00,"Cytharella","hexagona","of I. Oldroyd 1927",,,82450,0,0,0
201633.00,480.00,1652.00,"Cytharella (Agathotoma)","quintinensis","Dall 1921",,,82450,0,0,0
201634.00,480.00,1653.00,"Mangilia (Cythara)","branneri","Arnold 1903",,,82450,0,0,0
201637.00,481.00,1656.00,"Lora","regulus","Dall 1919",,,82650,0,0,0
201639.00,482.00,1658.00,"Murex","turricula","Montagu 1803",,,82750,1,1,1
201647.00,485.00,1665.00,"Drillia","empyrosia","Dall 1899",,,83350,0,0,0
201649.00,486.00,1667.00,"Elaeocyma","halocydne","Dall 1919",,,83450,0,0,0
201652.00,487.00,1670.00,"Drillia","penicillata","Carpenter 1865",,,83650,0,0,0
201653.00,487.00,1671.00,"Drillia","moesta","Carpenter 1865",,,83650,0,0,0
201657.00,488.00,1675.00,"Terebra","danai","Berry 1958",,,83950,0,0,0
201659.00,489.00,1677.00,"Terebra","albocincta var pedroana","of Grand & Gale 1931",,,84000,0,0,0
201660.00,489.00,1678.00,"Terebra","pedroana philippianum","of Dall 1925 not Deshayes 1859",,,84000,0,0,0
201661.00,489.00,1679.00,"Terebra","simplex","of Arnold 1903",,,84000,0,0,0
201662.00,489.00,1680.00,"Terebra (Strioterebrum)","pedroana","of I. Oldroyd 1927",,,84000,0,0,0
201666.00,490.00,1684.00,"Pleurotoma (Surcula)","carpenteriana","Gabb 1865",,,84350,0,0,0
201667.00,490.00,1685.00,"Cryptoconus","carpenteriana","of Dall 1921",,,84350,0,0,0
201668.00,490.00,1686.00,"Megasurcula","granti","Bartsch 1944",,,84350,0,0,0
201669.00,490.00,1687.00,"Megasurcula","tremperiana","Dall 1911",,,84350,0,0,0
201670.00,490.00,1688.00,"Pleurotoma (Surcula)","tryoniana","Gabb 1866",,,84350,0,0,0
201672.00,491.00,1690.00,"Pleurotoma (Genota)","sternsiana","Raymond 1904",,,84400,0,0,0
201673.00,491.00,1691.00,"Cryptoconus","stearnsiana","of Dall 1921",,,84400,0,0,0
201674.00,491.00,1692.00,"Megasurcula","remondii","of authors NEP not Gabb 1866",,,84400,0,0,0
201677.00,492.00,1695.00,"Pleurotoma (Antiplanes)","catalinae","Raymond 1904",,,84625,0,0,0
201678.00,492.00,1696.00,"Antiplanes","gabbi","Kantor & Sysoev 1991",,,84625,0,0,0
201679.00,492.00,1697.00,"Antiplanes","major","Bartsch 1944",,,84625,0,0,0
201680.00,492.00,1698.00,"Antiplanes","perversa","of I. Oldroyd 1927",,,84625,0,0,0
201681.00,492.00,1699.00,"Antiplanes","voyi","of Abbott 1974 not Gabb 1866",,,84625,0,0,0
201682.00,492.00,1700.00,"Pleurotoma (Surcula)","perversa","of Gabb 1855 not Philippi 1847",,,84625,0,0,0
201684.00,493.00,1702.00,"Pleurotoma (Antiplanes)","thalea","Dall 1902",,,84650,0,0,0
201685.00,493.00,1703.00,"Antiplanes","rotula","Dall 1921",,,84650,0,0,0
201686.00,493.00,1704.00,"Antiplanes","santarosana","Dall 1902",,,84650,0,0,0
201687.00,493.00,1705.00,"Antiplanes (Rectiplanes)","santarosana","of McLean 1971",,,84650,0,0,0
201688.00,493.00,1706.00,"Antiplanes (Rectiplanes)","willetti","Berry 1953",,,84650,0,0,0
201689.00,493.00,1707.00,"Pleurotoma (Spirotropis)","smithi","of Arnold 1903 not Forbes 1840",,,84650,0,0,0
201692.00,494.00,1710.00,"Pseudomelatoma","penicillata var semiinflata","Grant & Gale 1931",,,84950,0,0,0
201693.00,494.00,1711.00,"Burchia","redondoensis","of Bartsch 1944",,,84950,0,0,0
201694.00,494.00,1712.00,"Crassispira","redondoensis","T. Burch 1938",,,84950,0,0,0
201699.00,495.00,1719.00,"Cancellaria (Narona)","cooperii","Gabb 1865",,,85325,0,0,0
201700.00,495.00,1720.00,"Cancellaria (Progabbia)","cooperi","of Dall 1921",,,85325,0,0,0
201702.00,496.00,1722.00,"Cancellaria","ghiorum","Costa 1993",,,85350,0,0,0
201703.00,496.00,1723.00,"Cancellaria (Crawfordina)","crawfordiana","of Abbott 1974",,,85350,0,0,0
201704.00,496.00,1724.00,"Cancellaria (Progabbia)","crawfordiana","of I. Oldroyd 1927",,,85350,0,0,0
201708.00,498.00,1728.00,"Cancellaria","gracilior","Carpenter 1869",,,85750,0,0,0
201709.00,498.00,1729.00,"Admete","couthouyi","of authors not Jay 1839",,,85750,0,0,0
201710.00,498.00,1730.00,"Admete","rhyssa","Dall 1919",,,85750,0,0,0
201711.00,498.00,1731.00,"Admete","seftoni","Berry 1956",,,85750,0,0,0
201712.00,498.00,1732.00,"Admete","woodworthi","Dall 1905",,,85750,0,0,0
201720.00,500.00,1740.00,"Actaeon (Rictaxis)","painei","Dall 1903",,,86450,0,0,0
201722.00,501.00,1742.00,"Tornatella","punctocaelata","Carpenter 1864",,,86500,0,0,0
201723.00,501.00,1743.00,"Acteon","punctocaelatus vancouverensis","I. Oldroyd 1927",,,86500,0,0,0
201724.00,501.00,1744.00,"Acteon (Rictaxis)","punctocaelata","of Dall 1921",,,86500,0,0,0
201725.00,501.00,1745.00,"Acteon (Rictaxis)","punctocaelatus","of Grant & Gale 1931",,,86500,0,0,0
201726.00,501.00,1746.00,"Rhextaxis","punctocoelata","of Keep 1887",,,86500,0,0,0
201729.00,502.00,1749.00,"Cephalaspidea","sp A","SCAMIT 1993 §",,,86750,0,0,0
201730.00,502.00,1750.00,"Parvamplustrum","sp","of Gosliner 1996",,,86750,0,0,0
201732.00,503.00,1752.00,"Meloscaphander","sp A","SCAMIT 1995 §",,,86800,0,0,0
201737.00,504.00,1757.00,"Odostomia","cooperi","Dall & Bartsch 1907",,,87250,0,0,0
201738.00,504.00,1758.00,"Odostomia","lucca","Dall & Bartsch 1909",,,87250,0,0,0
201739.00,504.00,1759.00,"Odostomia","monteryensis","Dall & Bartsch 1909",,,87250,0,0,0
201740.00,504.00,1760.00,"Odostomia","oldroyd","Dall & Bartsch 1909",,,87250,0,0,0
201749.00,512.00,1769.00,"Odostomia","amchitkana","Dall & Bartsch 1907",,,87650,0,0,0
201750.00,512.00,1770.00,"Odostomia","baranoffensis","Dall & Bartsch 1907",,,87650,0,0,0
201751.00,512.00,1771.00,"Odostomia","clesseni","Dall & Bartsch 1907",,,87650,0,0,0
201752.00,512.00,1772.00,"Odostomia","deliciosa","Dall & Bartsch 1907",,,87650,0,0,0
201753.00,512.00,1773.00,"Odostomia","hagemeisteri","Dall & Bartsch 1907",,,87650,0,0,0
201754.00,512.00,1774.00,"Odostomia","jewetti","Dall & Bartsch 1907",,,87650,0,0,0
201755.00,512.00,1775.00,"Odostomia","kadiakensis","Dall & Bartsch 1907",,,87650,0,0,0
201756.00,512.00,1776.00,"Odostomia","obesa","Dall & Bartsch 1907",,,87650,0,0,0
201757.00,512.00,1777.00,"Odostomia","phanea","Dall & Bartsch 1907",,,87650,0,0,0
201758.00,512.00,1778.00,"Odostomia","santarosana","Dall & Bartsch 1907",,,87650,0,0,0
201759.00,512.00,1779.00,"Odostomia","sitkaensis","Clessin 1900",,,87650,0,0,0
201760.00,512.00,1780.00,"Odostomia","socorroensis","Dall & Bartsch 1907",,,87650,0,0,0
201761.00,512.00,1781.00,"Odostomia","stephensae","Dall & Bartsch 1907",,,87650,0,0,0
201762.00,512.00,1782.00,"Odostomia","straminea","Carpenter 1865",,,87650,0,0,0
201763.00,512.00,1783.00,"Odostomia","tillamookensis","Dall & Bartsch 1907",,,87650,0,0,0
201764.00,512.00,1784.00,"Odostomia","valdeni","Dall & Bartsch 1907",,,87650,0,0,0
201768.00,515.00,1788.00,"Odostomia","laxa","Dall & Bartsch 1909",,,88350,0,0,0
201773.00,518.00,1793.00,"Chemnitzia","chocolata","Carpenter 1864",,,88650,0,0,0
201774.00,518.00,1794.00,"Turbonilla","halia","Dall & Bartsch 1909",,,88650,0,0,0
201775.00,518.00,1795.00,"Turbonilla","keepi","Dall & Bartsch 1909",,,88650,0,0,0
201776.00,518.00,1796.00,"Turbonilla","lowei","Dall & Bartsch 1908",,,88650,0,0,0
201784.00,525.00,1804.00,"Chemnitzia","tenuicula","Gould 1853",,,89000,0,0,0
201788.00,527.00,1810.00,"Narica","ovoidea","Gould 1853",,,89750,0,0,0
201789.00,527.00,1811.00,"Isaphis","fenestrata","Carpenter 1864",,,89750,1,1,1
201790.00,527.00,1812.00,"Iselica","fenestrata","of McLean 1969",,,89750,0,0,0
201794.00,528.00,1816.00,"Actaeon (Microglyphis)","breviculus","Dall 1902",,,90050,0,0,0
201800.00,529.00,1822.00,"Bulla","nebulosa","of A. Adams 1850 ex. Gould MS not Schröter 1804",,,90550,0,0,0
201809.00,531.00,1831.00,"Bulla (Haminea)","vesicula","Gould 1855",,,91350,0,0,0
201810.00,531.00,1832.00,"Haminaea","vesicula","of SCAMIT Ed. 3",,,91350,0,0,0
201812.00,532.00,1834.00,"Bulla","virescens","G. B. Sowerby II 1833",,,91400,0,0,0
201813.00,532.00,1835.00,"Haminaea","virescens","of SCAMIT Ed. 3",,,91400,0,0,0
201814.00,532.00,1836.00,"Haminoea","cymbiformis","Carpenter 1857",,,91400,0,0,0
201815.00,532.00,1837.00,"Haminoea","olgae","Dall 1919",,,91400,0,0,0
201816.00,532.00,1838.00,"Haminoea","rosacea","Spicer 1933",,,91400,0,0,0
201817.00,532.00,1839.00,"Haminoea","strongi","Baker & Hanna 1927",,,91400,0,0,0
201821.00,533.00,1843.00,"Philine","bakeri","of Behrens 1991 not Dall 1919",,,91750,1,1,1
201822.00,533.00,1844.00,"Philine","bakeri","of MacFarland 1966 in part not Dall 1919",,,91750,1,1,1
201825.00,535.00,1847.00,"Philine","alba","of Abbott 1974 not Mattox 1958",,,91850,0,0,0
201828.00,537.00,1850.00,"Clistaxis?","polystrigma","Dall 1908",,,91950,1,1,1
201830.00,538.00,1852.00,"Philine","sp 1","Gosliner 1996",,,92000,0,0,0
201834.00,540.00,1856.00,"Doridium","ocelligerum","Bergh 1893",,,92550,0,0,0
201835.00,540.00,1857.00,"Aglaja","diomedea","of MacFarland 1966 in part",,,92550,0,0,0
201836.00,540.00,1858.00,"Aglaja","phocae","of Rudman 1974",,,92550,0,0,0
201837.00,540.00,1859.00,"Chelidonura","phocae","Er. Marcus 1961",,,92550,0,0,0
201838.00,540.00,1860.00,"Doridium","adellae","Dall 1894",,,92550,0,0,0
201840.00,541.00,1862.00,"Doridium","diomedeum","Bergh 1893",,,92650,0,0,0
201841.00,541.00,1863.00,"Aglaja","diomedea","of MacFarland 1966 in part",,,92650,0,0,0
201842.00,541.00,1864.00,"Aglaja","nana","Steinberg & Jones 1960",,,92650,0,0,0
201843.00,541.00,1865.00,"Aglaja","sp A","Cadien 1989 §",,,92650,0,0,0
201844.00,541.00,1866.00,"Melanochlamys","nana","of Rudman 1972",,,92650,0,0,0
201846.00,542.00,1868.00,"Strategus","inermis","Cooper 1863",,,92750,0,0,0
201847.00,542.00,1869.00,"Aglaja","bakeri","MacFarland 1924",,,92750,0,0,0
201848.00,542.00,1870.00,"Aglaja","inermis","of Austin 1985",,,92750,0,0,0
201849.00,542.00,1871.00,"Chelidonura","inermis","of Er. Marcus 1961",,,92750,0,0,0
201850.00,542.00,1872.00,"Doridium","purpureum","Bergh 1893",,,92750,0,0,0
201851.00,542.00,1873.00,"Navarchus","inermis","of Cooper 1863",,,92750,0,0,0
201854.00,543.00,1876.00,"Tornatina","carinata","Carpenter 1856",,,92910,0,0,0
201855.00,543.00,1877.00,"Retusa (Acteocina)","carinata","of Grant & Gale 1931",,,92910,0,0,0
201857.00,544.00,1888.00,"Bulla (Akera)","culcitella","Gould 1853",,,92920,0,0,0
201858.00,544.00,1889.00,"Tornastra","rolleri","Er. Marcus 1977",,,92920,0,0,0
201860.00,545.00,1881.00,"Bullina","eximia","Baird 1863",,,92915,0,0,0
201861.00,545.00,1882.00,"Acteocina","culcitella eximia","of Willett 1928",,,92915,0,0,0
201862.00,545.00,1883.00,"Acteocina","culcitella intermedia","Willett 1928",,,92915,0,0,0
201863.00,545.00,1884.00,"Cylichnella","culcitella","of Gosliner 1979 not (Gould 1853)",,,92915,0,0,0
201864.00,545.00,1885.00,"Tornatina","eximia","of Pilsbry 1895",,,92915,0,0,0
201865.00,545.00,1886.00,"Utriculastra","culcitella","of Er. Marcus 1977",,,92915,0,0,0
201867.00,546.00,1891.00,"Tornatina","harpa","Dall 1871",,,92940,0,0,0
201868.00,546.00,1892.00,"Acteocina","oldroydi","Dall 1925",,,92940,0,0,0
201869.00,546.00,1893.00,"Acteocina (Coleophysis)","harpa","of Abbott 1974",,,92940,0,0,0
201870.00,546.00,1894.00,"Cylichnella","harpa","of SCAMIT 1994",,,92940,0,0,0
201871.00,546.00,1895.00,"Retusa (Coleophysis)","harpa","of I. Oldroyd 1927",,,92940,0,0,0
201872.00,546.00,1896.00,"Utriculastra","harpa","of Thiele 1925",,,92940,0,0,0
201874.00,547.00,1898.00,"Bulla (Tornatina)","inculta","Gould 1855",,,92950,0,0,0
201875.00,547.00,1899.00,"Cylichnella","inculta","of Gosliner 1979",,,92950,0,0,0
201877.00,548.00,1901.00,"Cylichna","?cylindracea var attonsa","Carpenter 1865",,,93425,0,0,0
201878.00,548.00,1902.00,"Cylichna","propinqua","E. A. Smith 1872",,,93425,0,0,0
201879.00,548.00,1903.00,"Cylichnella (Bullinella)","attonsa","of Dall 1921",,,93425,0,0,0
201881.00,549.00,1905.00,"Cylichnella","diegensis","Dall 1919",,,93450,0,0,0
201884.00,550.00,1908.00,"Gastropteron","cinereum","Dall 1925",,,93725,0,0,0
201889.00,552.00,1913.00,"Retusa","xystrum","Dall 1919",,,94150,0,0,0
201890.00,552.00,1914.00,"Sulcularia","xystrum","(Dall 1919)",,,94150,0,0,0
201892.00,553.00,1916.00,"Rhizorus","californicus","Dall 1919",,,94250,0,0,0
201895.00,555.00,1919.00,"Volvula","cylindrica","Carpenter 1864",,,94350,0,0,0
201896.00,555.00,1920.00,"Volvulella","callicera","Dall 1919",,,94350,0,0,0
201897.00,555.00,1921.00,"Volvulella","cooperi","Dall 1919",,,94350,0,0,0
201898.00,555.00,1922.00,"Volvulella","lowei","(Strong & Hertlein 1937)",,,94350,0,0,0
201900.00,556.00,1924.00,"Rhizorus","panamicus","(Dall 1919)",,,94400,0,0,0
201901.00,556.00,1925.00,"Volvulella","tenuissima","Willett 1944",,,94400,0,0,0
201913.00,559.00,1937.00,"Aplysia (Neaplysia)","californica","Cooper 1863",,,95625,0,0,0
201914.00,559.00,1938.00,"Aplysia","nettiae","Winkler 1959",,,95625,0,0,0
201923.00,562.00,1947.00,"Alderia","modesta"," of authors SCB not (Lóven 1844)",,,96450,1,1,1
201925.00,563.00,1949.00,"Phyllobranchopsis","enteromorphae","Cockerell & Eliot 1905",,,96550,0,0,0
201926.00,563.00,1950.00,"Hermaeina","smithi","Marcus 1961",,,96550,0,0,0
201934.00,565.00,1958.00,"Pleurobranchus","californicus","Dall 1900",,,97250,0,0,0
201935.00,565.00,1959.00,"Berthella","denticulatus","of Lee & Foster 1985",,,97250,0,0,0
201936.00,565.00,1960.00,"Pleurobranchus","californicus denticulatus","MacFarland 1966",,,97250,0,0,0
201937.00,565.00,1961.00,"Pleurobranchus","chacei","J. Burch 1944",,,97250,0,0,0
201944.00,567.00,1968.00,"Doris","sanguinea","Cooper 1863",,,97850,1,1,1
201947.00,569.00,1971.00,"Archidoris","montereyensis","of SCAMIT Ed. 4",,,98025,1,1,1
201948.00,569.00,1972.00,"Archidoris","nyctea","Bergh 1900",,,98025,0,0,0
201950.00,570.00,1974.00,"Archidoris","odhneri","MacFarland 1966",,,98050,1,1,1
201952.00,571.00,1976.00,"Sclerodoris","tanya","Marcus 1971",,,98075,1,1,1
201956.00,573.00,1980.00,"Cadlina","marginata","MacFarland 1905",,,98440,0,0,0
201959.00,575.00,1983.00,"Juanella","sparsa","Odhner 1921",,,98480,0,0,0
201962.00,577.00,1986.00,"Chromodoris","californiensis","Bergh 1879",,,98950,1,1,1
201964.00,578.00,1988.00,"Chromodoris","porterae","Cockerell 1901",,,99050,1,1,1
201967.00,579.00,1991.00,"Doridigitata","alba","O'Donoghue 1927",,,99250,1,1,1
201968.00,579.00,1992.00,"Atagema","quadrimaculata","Collier 1963",,,99250,1,1,1
201969.00,579.00,1993.00,"Petelodoris","spongicola","MacFarland 1966",,,99250,1,1,1
201972.00,581.00,1996.00,"Doris (Actinocyclus?)","sandiegensis","Cooper 1863",,,99450,0,0,0
201973.00,581.00,1997.00,"Discodoris","sandiegensis","of McDonald and Nybakken 1980",,,99450,1,1,1
201975.00,582.00,1999.00,"Discodoris","heathi","MacFarland 1905",,,99550,0,0,0
201978.00,584.00,2002.00,"Montereina","nobilis","MacFarland 1905",,,99750,0,0,0
201979.00,584.00,2003.00,"Anisodoris","nobilis","of SCAMIT Ed. 4",,,99750,1,1,1
201986.00,588.00,2010.00,"Dendrodoris","sp 3","of Behrens 1991",,,100350,1,1,1
201988.00,589.00,2012.00,"Doris","albopunctata","Cooper 1863",,,100425,0,0,0
201989.00,589.00,2013.00,"Dendrodoris","fulva","(MacFarland 1905)",,,100425,1,1,1
201990.00,589.00,2014.00,"Doriopsis","fulva","MacFarland 1905",,,100425,1,1,1
201991.00,589.00,2015.00,"Doriopsis","reticulata","Cockerell & Eliot 1905",,,100425,0,0,0
201993.00,590.00,2017.00,"Dendrodoris","sp 1","of Behrens 1991",,,100450,1,1,1
201995.00,591.00,2019.00,"Doridopsis","nigromaculata","Cockerell in Cockerell & Eliot 1905",,,100475,1,1,1
201996.00,591.00,2020.00,"Doriopsilla","rowena","Marcus & Marcus 1967",,,100475,1,1,1
202004.00,596.00,2028.00,"Onchidoris","hystricina","of authors NEP not (Bergh 1878)",,,101350,0,0,0
202006.00,597.00,2030.00,"Doris","bilamellata","Linnaeus 1767",,,101450,0,0,0
202009.00,598.00,2036.00,"Corambe","thompsoni","Millen & Nybakken 1991",,,101650,0,0,0
202010.00,598.00,2038.00,"Psammodoris","thompsoni","of SCAMIT Ed. 4",,,101650,1,1,1
202013.00,599.00,2041.00,"Ancula","pacifica","MacFarland 1905",,,101850,1,1,1
202017.00,602.00,2045.00,"Hopkinsia","rosacea","MacFarland 1905",,,102100,1,1,1
202024.00,605.00,2053.00,"Laila","cockerelli","MacFarland 1905",,,102750,1,1,1
202030.00,609.00,2060.00,"Triopa","catalinae","Cooper 1863",,,103250,0,0,0
202031.00,609.00,2061.00,"Triopha","carpenteri","Stearns 1873",,,103250,0,0,0
202032.00,609.00,2062.00,"Triopha","elioti","O'Donoghue 1921",,,103250,0,0,0
202033.00,609.00,2063.00,"Triopha","modesta","Bergh 1880",,,103250,0,0,0
202034.00,609.00,2064.00,"Triopha","scrippsiana","Cockerell 1915",,,103250,0,0,0
202036.00,610.00,2066.00,"Triopha","aurantiaca","Cockerell 1908",,,103300,0,0,0
202037.00,610.00,2067.00,"Triopha","grandis","MacFarland 1905",,,103300,0,0,0
202044.00,613.00,2073.00,"Pleurophyllidia","californica","Cooper 1863",,,103950,0,0,0
202045.00,613.00,2074.00,"Armina","columbiana","O'Donoghue 1924",,,103950,0,0,0
202046.00,613.00,2075.00,"Armina","digueti","Pruvot-Fol 1955",,,103950,0,0,0
202047.00,613.00,2076.00,"Armina","sp A","SCAMIT 2000 §",,,103950,1,1,1
202048.00,613.00,2077.00,"Pleurophyllidia","vancouveriensis","Bergh 1876",,,103950,0,0,0
202052.00,614.00,2081.00,"Limax","tetraquetra","Pallas 1788",,,104250,0,0,0
202053.00,614.00,2082.00,"Duvaucelia","tetraquetra","of MacFarland 1966",,,104250,0,0,0
202054.00,614.00,2083.00,"Sphaerostoma","gigantea","of O'Donoghue 1926",,,104250,0,0,0
202055.00,614.00,2084.00,"Sphaerostoma","tetraquetra","of O'Donoghue 1924",,,104250,0,0,0
202056.00,614.00,2085.00,"Tritonia","gigantea","Bergh 1904",,,104250,0,0,0
202057.00,614.00,2086.00,"Tritonia","tetraquetra","of Bergh 1879",,,104250,0,0,0
202058.00,614.00,2087.00,"Tritoniopsilla","tertaquetra","of Odhner 1936",,,104250,0,0,0
202059.00,614.00,2088.00,"Tritoniopsis","aurantia","Mattox 1955",,,104250,0,0,0
202061.00,615.00,2090.00,"Duvaucelia","gilberti","MacFarland 1966",,,104350,0,0,0
202062.00,615.00,2091.00,"Sphaerostoma","diomedea","of O'Donoghue 1924",,,104350,0,0,0
202063.00,615.00,2092.00,"Tritonia","exsulans","Bergh 1894",,,104350,0,0,0
202065.00,616.00,2094.00,"Lateribranchaea","festiva","Stearns 1873",,,104400,0,0,0
202066.00,616.00,2095.00,"Duvaucelia","festiva","of MacFarland 1966",,,104400,0,0,0
202067.00,616.00,2096.00,"Sphaerostoma","undulata","O'Donoghue 1924",,,104400,0,0,0
202068.00,616.00,2097.00,"Tritonia","reticulata","Bergh 1881",,,104400,0,0,0
202074.00,620.00,2103.00,"Amphitrite","frondosa","Ascanius 1774",,,104760,0,0,0
202075.00,620.00,2104.00,"Dendronotus","venustus","MacFarland 1966",,,104760,0,0,0
202077.00,621.00,2106.00,"Dendronotus","giganteus","O'Donoghue 1921",,,104780,0,0,0
202083.00,624.00,2112.00,"Chioraera","leonina","Gould 1852",,,105550,1,1,1
202089.00,626.00,2118.00,"Doto","ganda","Er. Marcus 1961",,,106025,0,0,0
202090.00,626.00,2119.00,"Doto","varians","MacFarland 1966 in part",,,106025,0,0,0
202091.00,626.00,2120.00,"Doto","wara","Er. Marcus 1961",,,106025,0,0,0
202094.00,628.00,2123.00,"Doto","varians","MacFarland 1966 in part",,,106075,0,0,0
202097.00,629.00,2128.00,"Aolis","barbarensis","Cooper 1863",,,106500,1,1,1
202098.00,629.00,2129.00,"Antiopella","barbarensis","of MacFarland 1966",,,106500,1,1,1
202100.00,630.00,2126.00,"Janolus","sp 1","of Behrens 1991",,,106450,1,1,1
202104.00,631.00,2133.00,"Cumanotus","beaumonti","of Turgeon et al.1988",,,106850,0,0,0
202106.00,632.00,2135.00,"Aeolis (?Phidiana)","iodinea","Cooper 1863",,,106950,0,0,0
202107.00,632.00,2136.00,"Coryphella","iodinea","of Williams & Gosliner 1978",,,106950,0,0,0
202108.00,632.00,2137.00,"Coryphella","sabulicola","Cowen & Laur 1978",,,106950,0,0,0
202109.00,632.00,2138.00,"Flabellinopsis","iodinea","of MacFarland 1966",,,106950,0,0,0
202111.00,633.00,2140.00,"Coryphella","pricei","MacFarland 1966",,,106975,0,0,0
202113.00,634.00,2142.00,"Coryphella","trilineata","O'Donoghue 1921",,,107000,0,0,0
202114.00,634.00,2143.00,"Coryphella","fisheri","MacFarland 1966",,,107000,0,0,0
202115.00,634.00,2144.00,"Coryphella","piunca","Er. Marcus 1961",,,107000,0,0,0
202119.00,635.00,2148.00,"Tergipes","rupium","Möller 1842",,,107425,1,1,1
202120.00,635.00,2149.00,"Eubranchus","olivaceus","of Behrens 1980",,,107425,1,1,1
202121.00,635.00,2150.00,"Galvina","olivacea","O'Donoghue 1922",,,107425,1,1,1
202123.00,636.00,2152.00,"Capellinia","rustya","Marcus 1961",,,107450,1,1,1
202127.00,637.00,2156.00,"Amphorina","columbiana","O'Donoghue 1922",,,107850,1,1,1
202128.00,637.00,2157.00,"Catriona","alpha","of Behrens 1980",,,107850,1,1,1
202129.00,637.00,2158.00,"Cratena","spadix","MacFarland 1966",,,107850,1,1,1
202130.00,637.00,2159.00,"Cuthona","alpha","Baba & Hamatani 1963",,,107850,1,1,1
202132.00,638.00,2161.00,"Cratena","abronia","MacFarland 1966",,,107920,1,1,1
202133.00,638.00,2162.00,"Trinchesia","abronia","of Behrens 1980",,,107920,1,1,1
202135.00,639.00,2164.00,"Cratena","albocrusta","MacFarland 1966",,,107940,1,1,1
202136.00,639.00,2165.00,"Trinchesia","albocrusta","of Behrens 1980",,,107940,1,1,1
202138.00,640.00,2167.00,"Precuthona","divae","Er. Marcus 1961",,,107960,0,0,0
202140.00,641.00,2169.00,"Hervia","lagunae","O'Donoghue 1926",,,107980,1,1,1
202141.00,641.00,2170.00,"Trinchesia","lagunae","of Behrens 1980",,,107980,1,1,1
202145.00,642.00,2174.00,"Limax","papillosus","Linnaeus 1761",,,108550,0,0,0
202146.00,642.00,2175.00,"Aeolidia","farinacea","(Stimpson 1854)",,,108550,0,0,0
202148.00,643.00,2177.00,"Spurilla","chromosoma","Cockerell & Eliot 1905",,,108625,1,1,1
202150.00,644.00,2179.00,"Spurilla","oliviae","of Behrens 1980",,,108650,1,1,1
202153.00,646.00,2182.00,"Cerberilla","sp 1","Behrens 1991",,,108850,1,1,1
202157.00,647.00,2186.00,"Facelina","stearnsi","Cockerell 1901",,,109250,1,1,1
202159.00,648.00,2188.00,"Cavolina","crassicornis","Eschscholtz 1831",,,109350,0,0,0
202160.00,648.00,2189.00,"Flabellina","opalescens","Cooper 1863",,,109350,0,0,0
202162.00,649.00,2191.00,"Facelina","hiltoni","O'Donoghue 1927",,,109450,1,1,1
202163.00,649.00,2192.00,"Phidiana","pugnax","Lance 1962",,,109450,1,1,1
202166.00,650.00,2195.00,"Babaina","festiva","Roller 1972",,,109650,1,1,1
202179.00,652.00,2207.00,"Solemya","johnsoni","Dall 1891",,,110850,1,1,1
202181.00,653.00,2209.00,"Solemya","panamensis","of authors NEP not Dall 1908",,,110950,0,0,0
202185.00,654.00,2212.00,"Cyrilla","munita","Dall 1898",,,111250,0,0,0
202186.00,654.00,2213.00,"Nucinella","munita","(Dall 1898)",,,111250,0,0,0
202187.00,654.00,2214.00,"Nucula","petriola","Dall 1916",,,111250,0,0,0
202192.00,655.00,2218.00,"Nucula","castrensis","Hinds 1843",,,111650,0,0,0
202193.00,655.00,2219.00,"Acila (Truncacila)","beringiana","Slodkevisch 1967",,,111650,0,0,0
202194.00,655.00,2220.00,"Nucula","divaricata","of Conrad 1848 not Hinds 1843",,,111650,0,0,0
202195.00,655.00,2221.00,"Nucula","empirensis","Howe 1922",,,111650,0,0,0
202196.00,655.00,2222.00,"Nucula","lyalli","W. Baird 1863",,,111650,0,0,0
202198.00,656.00,2224.00,"Arca","tenuis","Montagu 1808",,,111750,0,0,0
202199.00,656.00,2225.00,"Nucula","bellotii","A. Adams 1856",,,111750,0,0,0
202200.00,656.00,2226.00,"Nucula","expansa","of Reeve 1855 not Brown 1848",,,111750,0,0,0
202201.00,656.00,2227.00,"Nucula","inflata","of Hancock 1846 not G. B. Sowerby I 1827",,,111750,0,0,0
202202.00,656.00,2228.00,"Nucula","quirica","Dall 1916",,,111750,0,0,0
202203.00,656.00,2229.00,"Nucula","tenuis","of Bernard 1983",,,111750,0,0,0
202204.00,656.00,2230.00,"Nucula","tenuis lucida","Whiteaves 1887",,,111750,0,0,0
202205.00,656.00,2231.00,"Nucula (Ennucula)","balboana","Herlein & Grant 1972",,,111750,0,0,0
202206.00,656.00,2232.00,"Nucula (Leionucula)","leptodonta","Bernard 1983",,,111750,0,0,0
202208.00,657.00,2234.00,"Nucula","keenae","Bernard 1983",,,111850,0,0,0
202209.00,657.00,2235.00,"Nucula","takashii","Bernard 1983",,,111850,0,0,0
202214.00,658.00,2239.00,"Leda","conceptionis","Dall 1896",,,112250,0,0,0
202215.00,658.00,2240.00,"Leda","gomphoidea","Dall 1916",,,112250,0,0,0
202222.00,660.00,2242.00,"Leda","hamata","Carpenter 1864",,,112350,0,0,0
202223.00,660.00,2243.00,"Nuculana","limata","(Dall 1916)",,,112350,0,0,0
