"SortID","SpeciesID","SCAMIT_ID","Phylum","Subphylum","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Genus","Subgenus","species","Describer","red","bold","non_standard_italic","AuthorRed","SubgenusRed"
254350.00,1677.00,4963.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Talitrida","Talitroidea","Hyalidae","","Protohyale",,"frequens","(Stout 1913)",1,0,0,1,0
254710.00,1678.00,4968.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Aoroides",,"columbiae","Walker 1898",0,0,0,0,0
254720.00,1679.00,4970.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Aoroides",,"exilis","Conlan & Bousfield 1982",0,0,0,0,0
254730.00,1680.00,4972.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Aoroides",,"inermis","Conlan & Bousfield 1982",0,0,0,0,0
254740.00,1681.00,4974.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Aoroides",,"intermedia","Conlan & Bousfield 1982",0,0,0,0,0
254750.00,1682.00,4977.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Aoroides",,"secundus","Gurjanova 1938",0,0,0,0,0
254755.00,1683.00,4979.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Aoroides",,"spinosa","Conlan & Bousfield 1982",0,0,0,0,0
254760.00,1684.00,4981.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Aoroides",,"sp A","SCAMIT 1996 §",0,0,1,0,0
255425.00,1685.00,4982.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Bemlos",,"audbettius","(J. L. Barnard 1962)",0,0,0,0,0
255450.00,1687.00,4984.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Bemlos",,"concavus","(Stout 1913)",0,0,0,0,0
255475.00,1688.00,4986.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Bemlos",,"macromanus","Shoemaker 1925",0,0,0,0,0
255750.00,1689.00,4988.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Columbaora",,"cyclocoxa","Conlan & Bousfield 1982",0,0,0,0,0
255850.00,1690.00,4989.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Grandidierella",,"japonica","Stephensen 1938",0,0,0,0,0
255950.00,1691.00,4990.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Aoridae","","Paramicrodeutopus",,"schmitti","(Shoemaker 1942)",0,0,0,0,0
256250.00,1692.00,4994.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Unciolidae","Acuminodeutopinae","Acuminodeutopus",,"heteruropus","J. L. Barnard 1959",0,0,0,0,0
256350.00,1693.00,4995.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Unciolidae","Acuminodeutopinae","Rudilemboides",,"stenopropodus","J. L. Barnard 1959",0,0,0,0,0
256400.00,1694.00,4996.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Aoridae","Unciolidae","Acuminodeutopinae","Rudilemboides",,"sp A","SCAMIT 1998 §",0,0,1,0,0
256750.00,1695.00,4999.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Cheluroidea","Cheluridae","","Chelura",,"terebrans","Phillipi 1839",1,0,0,1,0
257050.00,1696.00,5002.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Chevalioidea","Chevaliidae","","Chevalia",,"inaequalis","(Stout 1913)",0,0,0,0,0
257410.00,1697.00,5008.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Ampithoe",,"lacertosa","Bate 1858",1,0,0,1,0
257420.00,1698.00,5009.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Ampithoe",,"longimana","Smith 1873",1,0,0,1,0
257430.00,1699.00,5010.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Ampithoe",,"plumulosa","Shoemaker 1938",0,0,0,0,0
257440.00,1700.00,5011.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Ampithoe",,"raymondi","Audouin 1826",0,0,0,0,0
257450.00,1701.00,5012.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Ampithoe",,"valida","Smith 1873",0,0,0,0,0
257950.00,1702.00,5014.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Cymadusa",,"uncinata","(Stout 1912)",0,0,0,0,0
258050.00,1703.00,5017.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Peramphithoe",,"humeralis","(Stimpson 1864)",0,0,0,0,0
258100.00,1704.00,5020.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Peramphithoe",,"lindbergi","(Gurjanova 1938)",0,0,0,0,0
258150.00,1705.00,5024.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Peramphithoe",,"mea","(Gurjanova 1938)",0,0,0,0,0
258200.00,1706.00,5026.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Peramphithoe",,"plea","(J. L. Barnard 1965)",0,0,0,0,0
258250.00,1707.00,5028.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Ampithoidae","Ampithoinae","Peramphithoe",,"tea","(J. L. Barnard 1965)",0,0,0,0,0
258750.00,1708.00,5032.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Corophiidae","Corophiinae","Laticorophium",,"baconi","(Shoemaker 1934)",0,0,0,0,0
258850.00,1709.00,5034.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Corophiidae","Corophiinae","Monocorophium",,"acherusicum","(Costa 1857)",0,0,0,0,0
258900.00,1710.00,5036.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Corophiidae","Corophiinae","Monocorophium",,"insidiosum","(Crawford 1937)",0,0,0,0,0
258950.00,1711.00,5038.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Corophiidae","Corophiinae","Monocorophium",,"uenoi","(Stephensen 1932)",1,0,0,1,0
259150.00,1712.00,5040.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Corophiidae","Corophiinae","Sinocorophium",,"heteroceratum","(Yu 1932)",0,0,0,0,0
259350.00,1713.00,5043.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Corophiidae","Protomedeiinae","Cheiriphotis",,"megacheles","Giles 1883",0,0,0,0,0
259450.00,1714.00,5044.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Corophiida","Corophioidea","Corophiidae","Protomedeiinae","Protomedeia",,"articulata Cmplx",,0,0,0,0,0
259950.00,1715.00,5051.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Aciconula",,"acanthosoma","Chess 1989",0,0,0,0,0
260010.00,1716.00,5053.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"alaskana","Mayer 1903",1,0,0,1,0
260020.00,1717.00,5054.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"californica","Stimpson 1857",0,0,0,0,0
260030.00,1718.00,5058.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"equilibra","Say 1818",0,0,0,0,0
260040.00,1719.00,5059.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"gracilior","Mayer 1903",0,0,0,0,0
260050.00,1720.00,5061.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"kennerlyi","Stimpson 1864",0,0,0,0,0
260060.00,1721.00,5063.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"mendax","Mayer 1903",0,0,0,0,0
260070.00,1722.00,5065.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"mutica","Schurin 1935",1,0,0,1,0
260080.00,1723.00,5067.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"natalensis","(Mayer 1903)",0,0,0,0,0
260090.00,1724.00,5072.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"penantis","Leach 1814",0,0,0,0,0
260095.00,1725.00,5073.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"verrucosa","Boeck 1872",0,0,0,0,0
260100.00,1726.00,5077.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Caprella",,"sp E","Benedict 1978 §",0,0,1,0,0
261150.00,1727.00,5078.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Deutella",,"californica","Mayer 1890",0,0,0,0,0
261250.00,1728.00,5079.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Mayerella",,"acanthopoda","Benedict 1977",0,0,0,0,0
261300.00,1729.00,5080.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Mayerella",,"banksia","Laubitz 1970",0,0,0,0,0
261450.00,1730.00,5081.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Paracaprella",,"sp SD1","Pasko 2000 §",0,0,1,0,0
261550.00,1731.00,5082.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Tritella",,"laevis","Mayer 1903",0,0,0,0,0
261600.00,1732.00,5083.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Tritella",,"pilimana","Mayer 1890",0,0,0,0,0
261650.00,1733.00,5085.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Caprellinae","Tritella",,"tenuissima","Dougherty & Steinberg 1953",1,0,0,1,0
261950.00,1734.00,5087.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Phtisicinae","Hemiproto",,"sp A","Benedict 1978 §",0,0,1,0,0
262050.00,1735.00,5089.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Phtisicinae","Perotripus",,"brevis","(La Follette 1915)",0,0,0,0,0
262150.00,1736.00,5091.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Caprellidae","Phtisicinae","Phtisica",,"sp",,1,0,1,0,0
262350.00,1737.00,5093.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Dulichiidae","","Dulichia",,"sp",,1,0,1,1,0
262450.00,1738.00,5094.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Dulichiidae","","Dulichiopsis",,"remis","(J. L. Barnard 1964)",1,0,0,1,0
262550.00,1739.00,5096.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Dulichiidae","","Dyopedos",,"monacanthus","(Metzger 1875)",0,0,0,0,0
262750.00,1740.00,5099.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Podoceridae","","Podocerus",,"brasiliensis","(Dana 1853)",0,0,0,0,0
262800.00,1741.00,5101.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Podoceridae","","Podocerus",,"cristatus","(Thomson 1879)",0,0,0,0,0
262850.00,1742.00,5103.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Caprelloidea","Podoceridae","","Podocerus",,"fulanus","J. L. Barnard 1962",0,0,0,0,0
263350.00,1743.00,5107.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Cerapus",,"tubularis Cmplx",,0,0,0,0,0
263425.00,1744.00,5109.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Ericthonius",,"brasiliensis","(Dana 1853)",0,0,0,0,0
263450.00,1745.00,5111.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Ericthonius",,"rubricornis","(Stimpson 1853)",0,0,0,0,0
263475.00,1746.00,5115.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Ericthonius",,"sp SD1","Pasko 1999 §",0,0,1,0,0
263750.00,1747.00,5116.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Ischyrocerus",,"anguipes","Krøyer 1838",0,0,0,0,0
263800.00,1748.00,5118.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Ischyrocerus",,"pelagops","J. L. Barnard 1962",0,0,0,0,0
263850.00,1749.00,5119.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Ischyrocerus",,"sp B","J. L. Barnard 1969",0,0,1,0,0
263900.00,1750.00,5120.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Ischyrocerus",,"sp C","Paquette 1989 §",0,0,1,0,0
264150.00,1751.00,5121.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Jassa",,"slatteryi","Conlan 1990",0,0,0,0,0
264250.00,1752.00,5124.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Microjassa",,"barnardi","Conlan 1995",1,0,0,1,0
264300.00,1753.00,5125.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Microjassa",,"bousfieldi","Conlan 1995",0,0,0,0,0
264350.00,1754.00,5126.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Microjassa",,"litotes","J. L. Barnard 1954",0,0,0,0,0
264550.00,1755.00,5128.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Ischyroceridae","Ischyrocerinae","Neoischyrocerus",,"claustris","(J. L. Barnard 1969)",0,0,0,0,0
264850.00,1756.00,5133.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Kamakidae","Kamakinae","Amphideutopus",,"oculatus","J. L. Barnard 1959",0,0,0,0,0
265050.00,1757.00,5135.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Ampelisciphotis",,"podophthalma","(J. L. Barnard 1958)",0,0,0,0,0
265125.00,1758.00,5137.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"barnardi","Kudryashov & Tzvetkova 1975",0,0,0,0,0
265150.00,1759.00,5138.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"mamola","(J. L. Barnard 1962)",0,0,0,0,0
265175.00,1760.00,5140.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"martesia","(J. L. Barnard 1964)",0,0,0,0,0
265200.00,1761.00,5142.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"ociosa","(J. L. Barnard 1962)",0,0,0,0,0
265225.00,1762.00,5145.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"shoemakeri","Conlan 1983",1,0,0,0,0
265250.00,1763.00,5146.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"spinosa","(Shoemaker 1942)",0,0,0,0,0
265275.00,1764.00,5148.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"thompsoni","(Walker 1898)",0,0,0,0,0
265300.00,1765.00,5153.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Gammaropsis",,"tonichi","J. L. Barnard 1969",1,0,0,1,0
265950.00,1766.00,5154.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"bifurcata","J. L. Barnard 1962",0,0,0,0,0
266000.00,1767.00,5155.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"brevipes","Shoemaker 1942",0,0,0,0,0
266050.00,1768.00,5157.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"californica","Stout 1913",0,0,0,0,0
266100.00,1769.00,5159.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"chiconola","J. L. Barnard 1964",1,0,0,1,0
266150.00,1770.00,5160.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"conchicola","Alderman 1936",0,0,0,0,0
266200.00,1771.00,5162.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"lacia","J. L. Barnard 1962",0,0,0,0,0
266250.00,1772.00,5163.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"linearmanus","Conlan 1994",0,0,0,0,0
266300.00,1773.00,5165.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"macinerneyi","Conlan 1983",0,0,0,0,0
266350.00,1774.00,5166.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"macrotica","J. L. Barnard 1962",0,0,0,0,0
266400.00,1775.00,5167.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"parvidons","Conlan 1983",0,0,0,0,0
266450.00,1776.00,5168.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"viuda","J. L. Barnard 1962",0,0,0,0,0
266500.00,1777.00,5169.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"sp A","MBC 1972 §",0,0,1,0,0
266550.00,1778.00,5170.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"sp B","Paquette 1987 §",0,0,1,0,0
266600.00,1779.00,5171.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"sp C","MEC 1988 §",0,0,1,0,0
266650.00,1780.00,5172.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"sp E","SCAMIT 1995 §",0,0,1,0,0
266700.00,1781.00,5173.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Caprellida","Photoidea","Photidae","","Photis",,"sp OC1","Diener 1992 §",0,0,1,0,0
267950.00,1782.00,5178.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Leucothoida","Leucothoidea","Pleustidae","Atylopsinae","Myzotarsa",,"anaxiphilius","Cadien & Martin 1999",0,0,0,0,0
268150.00,1783.00,5180.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Leucothoida","Leucothoidea","Pleustidae","Pleustinae","Thorlaksonius",,"depressus","(Alderman 1936)",0,0,0,0,0
268200.00,1784.00,5182.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Leucothoida","Leucothoidea","Pleustidae","Pleustinae","Thorlaksonius",,"platypus","(J. L. Barnard & Given 1960)",0,0,0,0,0
268450.00,1785.00,5185.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Leucothoida","Leucothoidea","Pleustidae","Stenopleustinae","Gracilipes",,"monocuspis","(J. L. Barnard & Given 1960)",0,0,0,1,0
268650.00,1786.00,5188.00,"ARTHROPODA","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","Leucothoida","Leucothoidea","Pleustidae","Dactylopleustinae","Dactylopleustes",,"sp A","SCAMIT 1988 §",0,0,1,0,0
