"""SortID""",SpeciesID,SCAMIT_ID,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Subgenus,species,Describer,red,bold,non_standard_italic,AuthorRed,SubgenusRed
371400,3136,6943,ECTOPROCTA,,Gymnolaemata,,,,Ctenostomata,Protoctenostomata,,Arachnidioidea,Arachnidiidae,,,,,,0,1,0,0,0
238800,3137,4753,ARTHROPODA,Crustacea,Maxillopoda,Thecostraca,Cirripedia,Thoracica,Sessilia,Balanomorpha,,Balanoidea,Archaeobalanidae,,,,,,0,1,0,0,0
114400,3138,2284,MOLLUSCA,Conchifera,Bivalvia,Pteriomorphia,,,Arcoida,,,,Arcidae,,,,,,0,1,0,0,0
301400,3139,5704,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Valvifera,,,Arcturidae,,,,,,0,1,0,0,0
153200,3140,3247,ANNELIDA,,Polychaeta,Scolecida,,,,,,,Arenicolidae,,,,,,0,1,0,0,0
277200,3141,5322,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Liljeborgida,Synopioidea,Argissidae,,,,,,0,1,0,0,0
239800,3142,4776,ARTHROPODA,Crustacea,Maxillopoda,Branchiura,,,Arguloida,,,,Argulidae,,,,,,1,1,0,0,0
319000,3143,5963,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Dendrobranchiata,,Penaeoidea,Aristeidae,,,,,,0,1,0,0,0
292600,3144,5572,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Lysianassidea,Lysianassoidea,Aristiidae,,,,,,1,1,0,0,0
103800,3145,2071,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Arminoidea,Arminidae,,,,,,0,1,0,0,0
381500,3146,7107,CHORDATA,Urochordata,Ascidiacea,,,,Phlebobranchiata,,,,Ascidiidae,,,,,,0,1,0,0,0
151500,3147,3229,SIPUNCULA,,Phascolosomatidea,,,,Aspidosiphoniformes,,,,Aspidosiphonidae,,,,,,0,1,0,0,0
65700,3148,1131,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Rissoidea,Assimineidae,,,,,,0,1,0,0,0
351400,3149,6553,ECHINODERMATA,Asterozoa,Asteroidea,,,Valvatacea,Forcipulatida,Asteriadina,,,Asteriidae,,,,,,0,1,0,0,0
350100,3150,6530,ECHINODERMATA,Asterozoa,Asteroidea,,,Valvatacea,Valvatida,Granulosina,,,Asterinidae,,,,,,0,1,0,0,0
353200,3151,6606,ECHINODERMATA,Asterozoa,Ophiuroidea,,,,Phrynophiurida,,,,Asteronychidae,,,,,,1,1,0,0,0
348500,3152,6503,ECHINODERMATA,Asterozoa,Asteroidea,,,Platyasteracea,Paxillosida,,,,Astropectinidae,,,,,,0,1,0,0,0
329500,3153,6147,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Thalassinidea,Axioidea,Axiidae,,,,,,0,1,0,0,0
5300,3154,71,SILICEA,,Demospongiae,Ceractinomorpha,,,Halichondrida,,,,Axinellidae,,,,,,0,1,0,0,0
239000,3155,4759,ARTHROPODA,Crustacea,Maxillopoda,Thecostraca,Cirripedia,Thoracica,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,,,,0,1,0,0,0
45200,3156,671,ENTOPROCTA,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,,,,0,1,0,0,0
65900,3157,1136,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Rissoidea,Barleeiidae,,,,,,0,1,0,0,0
273600,3158,5266,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Eusirida,Eusiroidea,Bateidae,,,,,,0,1,0,0,0
336000,3159,6266,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Blepharipodidae,,,,,,1,1,0,0,0
312400,3160,5862,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Bodotriidae,,,,,,0,1,0,0,0
25100,3161,377,CNIDARIA,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Boloceroididae,,,,,,0,1,0,0,0
152000,3162,3234,ECHIURA,,Echiuridea,,,,Bonelloinea,,,,Bonelliidae,,,,,,0,1,0,0,0
303300,3163,5729,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Epicaridea,,Bopyroidea,Bopyridae,,,,,,0,1,0,0,0
9600,3164,124,CNIDARIA,,Hydrozoa,Anthoathecatae,,,Filifera,,,,Bougainvilliidae,,,,,,0,1,0,0,0
384700,3165,7195,CHORDATA,Cephalochordata,,,,,,,,,Branchiostomatidae,,,,,,0,1,0,0,0
360400,3166,6749,ECHINODERMATA,Echinozoa,Echinoidea,Perischoechinoidea,,Atelostomata,Spatangoida,Micrasterina,,,Brissidae,,,,,,0,1,0,0,0
74200,3167,1373,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Neogastropoda,,Buccinoidea,Buccinidae,,,,,,0,1,0,0,0
375800,3168,7020,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Anasca,,Cellularoidea,Bugulidae,,,,,,0,1,0,0,0
90400,3169,1820,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Cephalaspidea,,Bulloidea,Bullidae,,,,,,0,1,0,0,0
67900,3170,1187,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Tonnoidea,Bursidae,,,,,,0,1,0,0,0
66300,3171,1146,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Rissoidea,Caecidae,,,,,,0,1,0,0,0
170400,3172,3691,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Syllidae,Calamyzinae,,,,,1,1,0,0,0
337600,3173,6290,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Calappoidea,Calappidae,,,,,,0,1,0,0,0
328300,3174,6126,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Thalassinidea,Callianassoidea,Callianassidae,,,,,,0,1,0,0,0
30800,3175,470,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Planoceroidea,Callioplanidae,,,,,,0,1,0,0,0
56800,3176,917,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,,,,,,1,1,0,0,0
234500,3177,4691,ARTHROPODA,Cheliceriformia,Pycnogonida,,,,Pegmata,Eupantopodida,,Nymphonoidea,Callipallenidae,,,,,,0,1,0,0,0
373200,3179,6977,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Anasca,,Malacostegoidea,Calloporidae,,,,,,0,1,0,0,0
12700,3180,181,CNIDARIA,,Hydrozoa,Leptothecatae,,,Conica,,,,Calycellidae,,,,,,1,1,0,0,0
62200,3181,1018,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,,,,0,1,0,0,0
11200,3182,151,CNIDARIA,,Hydrozoa,Leptothecatae,,,Proboscoida,,,,Campanulariidae,,,,,,0,1,0,0,0
12500,3183,179,CNIDARIA,,Hydrozoa,Leptothecatae,,,Conica,,,,Campanulinidae,,,,,,0,1,0,0,0
85100,3184,1716,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Neogastropoda,,Cancellaroidea,Cancellariidae,,,,,,0,1,0,0,0
367700,3185,6867,BRACHIOPODA,,Articulata,,,,Terebratulida,Terebratulidina,,Cancellothyridoidea,Cancellothyrididae,,,,,,0,1,0,0,0
340900,3186,6361,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,,,,0,1,0,0,0
375100,3187,7009,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Anasca,,Cellularoidea,Candidae,,,,,,0,1,0,0,0
153450,3188,3251,ANNELIDA,,Polychaeta,Scolecida,,,,,,,Capitellidae,,,,,,0,1,0,0,0
259700,3189,5049,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Caprellida,Caprelloidea,Caprellidae,,,,,,0,1,0,0,0
39800,3190,596,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Carcinonemertidae,,,,,,1,1,0,0,0
126550,3191,2613,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,,,,Cardioidea,Cardiidae,,,,,,0,1,0,0,0
122000,3192,2464,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassitelloidea,Carditidae,,,,,,0,1,0,0,0
35000,3193,527,NEMERTEA,,Anopla,,,,Palaeonemertea,,,,Carinomidae,,,,,,0,1,0,0,0
20600,3194,305,CNIDARIA,,Anthozoa,Zoantharia,,,Scleractinia,Caryophylliina,,Caryophyllioidea,Caryophylliidae,,,,,,0,1,0,0,0
365700,3195,6837,ECHINODERMATA,Echinozoa,Holothuroidea,Apodacea,,,Molpadida,,,,Caudinidae,,,,,,0,1,0,0,0
374700,3196,7004,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Anasca,,Pseudostegoidea,Cellariidae,,,,,,0,1,0,0,0
377700,3197,7050,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Ascophora,,,Celleporidae,,,,,,0,1,0,0,0
377900,3198,7053,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Ascophora,,,Celloporariidae,,,,,,0,1,0,0,0
34700,3199,524,NEMERTEA,,Anopla,,,,Archinemertea,,,,Cephalothricidae,,,,,,0,1,0,0,0
19600,3200,294,CNIDARIA,,Anthozoa,Ceriantipatharia,,,Ceriantharia,Spirularia,,,Cerianthidae,,,,,,0,1,0,0,0
60200,3201,983,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Cerithiidae,,,,,,0,1,0,0,0
73700,3202,1368,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Ptenoglossa,,Triphoroidea,Cerithiopsidae,,,,,,0,1,0,0,0
47400,3203,708,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Chaetodermidae,,,,,,0,1,0,0,0
50300,3204,769,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Chaetopleuridae,,,,,,0,1,0,0,0
201500,3205,4477,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Chaetopteridae,,,,,,0,1,0,0,0
5700,3206,75,SILICEA,,Demospongiae,Ceractinomorpha,,,Haplosclerida,Haplosclerina,,,Chalinidae,,,,,,1,1,0,0,0
131400,3207,2802,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,,Neoheterodontei,,Chamoidea,Chamidae,,,,,,0,1,0,0,0
373600,3208,6986,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Anasca,,Malacostegoidea,Chapperiidae,,,,,,0,1,0,0,0
256600,3209,4998,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Corophiida,Cheluroidea,Cheluridae,,,,,,1,1,0,0,0
256900,3210,5001,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Corophiida,Chevalioidea,Chevaliidae,,,,,,1,1,0,0,0
55600,3211,884,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Seguenzioidea,Chilodontidae,,,,,,1,1,0,0,0
365200,3212,6831,ECHINODERMATA,Echinozoa,Holothuroidea,Apodacea,,,Apodida,,,,Chiridotidae,,,,,,0,1,0,0,0
98300,3213,1977,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Doridoidea,Chromodorididae,,,,,,0,1,0,0,0
166550,3214,3602,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Chrysopetalidae,,,,,,0,1,0,0,0
380900,3215,7092,CHORDATA,Urochordata,Ascidiacea,,,,Phlebobranchiata,,,,Cionidae,,,,,,0,1,0,0,0
299000,3216,5660,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Flabellifera,,Cirolanoidea,Cirolanidae,,,,,,0,1,0,0,0
190600,3217,4216,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Cirratulidae,,,,,,0,1,0,0,0
6600,3218,85,CALCAREA,,Calcerea,Calcinea,,,Clathrinida,,,,Clathrinidae,,,,,,0,1,0,0,0
240900,3219,4787,ARTHROPODA,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Podoplea,Poecilostomatoida,,,,Clausidiidae,,,,,,0,1,0,0,0
370800,3220,6934,ECTOPROCTA,,Gymnolaemata,,,,Ctenostomata,Protoctenostomata,,Alcyonidioidea,Clavoporidae,,,,,,0,1,0,0,0
14900,3221,214,CNIDARIA,,Anthozoa,Octocorallia,,,Stolonifera,,,,Clavulariidae,,,,,,0,1,0,0,0
74600,3222,1382,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Neogastropoda,,Buccinoidea,Columbellidae,,,,,,0,1,0,0,0
81000,3223,1599,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Neogastropoda,,Conoidea,Conidae,,,,,,0,1,0,0,0
299400,3224,5666,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Flabellifera,,Cirolanoidea,Corallanidae,,,,,,0,1,0,0,0
26100,3225,392,CNIDARIA,,Anthozoa,Zoantharia,,,Corallimorpharia,,,,Corallimorphidae,,,,,,0,1,0,0,0
101500,3226,2031,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Onchidoridoidea,Corambidae,,,,,,0,1,0,0,0
135500,3227,2965,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,,Neoheterodontei,,Myoidea,Corbulidae,,,,,,0,1,0,0,0
381200,3228,7102,CHORDATA,Urochordata,Ascidiacea,,,,Phlebobranchiata,,,,Corellidae,,,,,,0,1,0,0,0
258500,3229,5030,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Corophiida,Corophioidea,Corophiidae,,,,,,0,1,0,0,0
8200,3230,103,CNIDARIA,,Hydrozoa,Anthoathecatae,,,Capitata,,,Tubularoidea,Corymorphidae,,,,,,0,1,0,0,0
9100,3231,118,CNIDARIA,,Hydrozoa,Anthoathecatae,,,Capitata,,,Tubularoidea,Corynidae,,,,,,1,1,0,0,0
154950,3232,3281,ANNELIDA,,Polychaeta,Scolecida,,,,,,,Cossuridae,,,,,,0,1,0,0,0
326800,3233,6089,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,Crangonoidea,Crangonidae,,,,,,0,1,0,0,0
121800,3234,2460,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassitelloidea,Crassatellidae,,,,,,0,1,0,0,0
42100,3235,633,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Crateronemertidae,,,,,,1,1,0,0,0
369900,3236,6924,ECTOPROCTA,,Stenolaemata,,,,Cyclostomata,Articulata,,,Crisiidae,,,,,,0,1,0,0,0
28300,3237,426,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Stylochoidea,Cryptocelididae,,,,,,0,1,0,0,0
328700,3238,6135,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Thalassinidea,Callianassoidea,Ctenochelidae,,,,,,0,0,0,0,0
193400,3239,4302,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Ctenodrilidae,,,,,,0,1,0,0,0
363100,3240,6796,ECHINODERMATA,Echinozoa,Holothuroidea,,,,Dendrochirotida,,,,Cucumariidae,,,,,,0,1,0,0,0
142900,3241,3035,MOLLUSCA,Conchifera,Bivalvia,Anomalodesmata,,,Septibranchia,,,,Cuspidariidae,,,,,,0,1,0,0,0
337200,3242,6283,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cyclodorippoidea,Cyclodorippidae,,,,,,0,1,0,0,0
92800,3243,1874,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Cephalaspidea,,Philinoidea,Cylichnidae,,,,,,0,1,0,0,0
242500,3244,4805,ARTHROPODA,Crustacea,Ostracoda,Myodocopa,,,Myodocopida,Myodocopina,,Cylindroleberidoidea,Cylindroleberididae,,,,,,0,1,0,0,0
299600,3245,5671,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Flabellifera,,Cirolanoidea,Cymothoidae,,,,,,0,1,0,0,0
246500,3246,4860,ARTHROPODA,Crustacea,Ostracoda,Podocopa,,,Podocopida,Cypridocopina,,Cypridoidea,Cyprididae,,,,,,0,1,0,0,0
242200,3247,4802,ARTHROPODA,Crustacea,Ostracoda,Myodocopa,,,Myodocopida,Myodocopina,,Cypridinoidea,Cypridinidae,,,,,,0,1,0,0,0
79400,3248,1556,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Neogastropoda,,Muricoidea,Cysticidae,,,,,,0,1,0,0,0
368400,3249,6886,BRACHIOPODA,,Articulata,,,,Terebratulida,Terebratellidina,,Terebratelloidea,Dallinidae,,,,,,0,1,0,0,0
359400,3250,6730,ECHINODERMATA,Echinozoa,Echinoidea,Perischoechinoidea,,Gnathostomata,Clypeasteroida,Scutellina,,,Dendrasteridae,,,,,,0,1,0,0,0
100200,3251,2008,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Phyllidioidea,Dendrodorididae,,,,,,0,1,0,0,0
104600,3252,2099,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Tritonoidea,Dendronotidae,,,,,,0,1,0,0,0
144800,3253,3074,MOLLUSCA,,Scaphopoda,,,,Dentaliida,,,,Dentaliidae,,,,,,0,1,0,0,0
304000,3254,5740,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Asellota,,Janiroidea,Desmosomatidae,,,,,,0,1,0,0,0
285100,3255,5443,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Dexaminida,Dexaminoidea,Dexaminidae,,,,,,0,1,0,0,0
25500,3256,386,CNIDARIA,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Diadumenidae,,,,,,0,1,0,0,0
90700,3257,1824,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Cephalaspidea,,Diaphanoidea,Diaphanidae,,,,,,0,1,0,0,0
317000,3258,5933,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Diastylidae,,,,,,0,1,0,0,0
330800,3259,6168,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,,,,,,0,1,0,0,0
105700,3260,2114,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,unknown,Dironidae,,,,,,0,1,0,0,0
99100,3261,1989,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Doridoidea,Discodorididae,,,,,,0,1,0,0,0
253700,3262,4954,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Talitrida,Talitroidea,Dogielinotidae,,,,,,1,1,0,0,0
128450,3263,2704,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Donacidae,,,,,,0,1,0,0,0
46400,3264,697,MOLLUSCA,Adenopoda,Solenogastres,,,Aplotegmentaria,Pholidoskepia,,,,Dondersiidae,,,,,,0,1,0,0,0
97700,3265,1966,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Doridoidea,Dorididae,,,,,,0,1,0,0,0
179450,3266,3929,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Dorvilleidae,,,,,,0,1,0,0,0
105900,3267,2116,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,unknown,Dotoidae,,,,,,0,1,0,0,0
83200,3268,1663,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Neogastropoda,,Conoidea,Drillidae,,,,,,0,1,0,0,0
336600,3269,6273,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Dromioidea,Dromiidae,,,,,,0,1,0,0,0
262200,3270,5092,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Caprellida,Caprelloidea,Dulichiidae,,,,,,1,1,0,0,0
6000,3271,78,SILICEA,,Demospongiae,Ceractinomorpha,,,Dictyoceratida,,,,Dysideidae,,,,,,0,1,0,0,0
350900,3272,6544,ECHINODERMATA,Asterozoa,Asteroidea,,,Valvatacea,Spinulosida,Leptognathina,,,Echinasteridae,,,,,,0,1,0,0,0
21400,3273,322,CNIDARIA,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Edwardsiidae,,,,,,0,1,0,0,0
110000,3274,2199,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Pulmonata,Eupulmonata,,Ellobioidea,Ellobiidae,,,,,,1,1,0,0,0
40000,3275,598,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Emplectonematidae,,,,,,0,1,0,0,0
31100,3276,479,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Cestoplanoidea,Emprosthopharyngidae,,,,,,0,1,0,0,0
338300,3277,6300,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,,,,,,1,1,0,0,0
375600,3278,7016,ECTOPROCTA,,Gymnolaemata,,,,Cheilostomata,Anasca,,Cellularoidea,Epistomiidae,,,,,,0,1,0,0,0
70300,3279,1226,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Ptenoglossa,,Epitonioidea,Epitoniidae,,,,,,0,1,0,0,0
26400,3280,395,CNIDARIA,,Anthozoa,Zoantharia,,,Zoanthidea,,,,Epizoanthidae,,,,,,0,1,0,0,0
10300,3281,140,CNIDARIA,,Hydrozoa,Anthoathecatae,,,Filifera,,,,Eudendriidae,,,,,,0,1,0,0,0
162800,3282,3503,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Aphroditiformia,Aphroditoidea,Eulepethidae,,,,,,0,1,0,0,0
71800,3283,1311,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Ptenoglossa,,Eulimoidea,Eulimidae,,,,,,0,1,0,0,0
180300,3284,3957,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Eunicidae,,,,,,0,1,0,0,0
179250,3285,3925,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Amphinomida,,,Euphrosinidae,,,,,,0,1,0,0,0
366000,3286,6847,ECHINODERMATA,Echinozoa,Holothuroidea,Apodacea,,,Molpadida,,,,Eupyrigidae,,,,,,0,1,0,0,0
32200,3287,492,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Euryleptoidea,Euryleptidae,,,,,,0,1,0,0,0
272200,3288,5243,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Eusirida,Eusiroidea,Eusiridae,,,,,,0,1,0,0,0
109000,3289,2183,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Aeolidioidea,Facelinidae,,,,,,0,1,0,0,0
48100,3290,723,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Falcidentidae,,,,,,1,1,0,0,0
294000,3291,5590,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Lysianassidea,Lysianassoidea,group conicostomatins,,,,,,1,1,0,0,0
294400,3292,5595,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Lysianassidea,Lysianassoidea,group valettiopsins,,,,,,1,1,0,0,0
13900,3293,202,CNIDARIA,,Hydrozoa,Leptothecatae,,,Conica,,,,uncertain,,,,,,1,1,0,0,0
15400,3294,219,CNIDARIA,,Anthozoa,Octocorallia,,,Stolonifera,,,,uncertain,,,,,,1,1,0,0,0
19900,3295,298,CNIDARIA,,Anthozoa,Ceriantipatharia,,,Ceriantharia,Spirularia,,,uncertain,,,,,,0,1,0,0,0
25700,3296,388,CNIDARIA,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,uncertain,,,,,,0,1,0,0,0
31400,3297,483,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,uncertain,uncertain,,,,,,1,1,0,0,0
33200,3298,505,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,uncertain,uncertain,,,,,,1,1,0,0,0
33600,3299,511,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,uncertain,,uncertain,uncertain,,,,,,0,1,0,0,0
36600,3300,557,NEMERTEA,,Anopla,,,,Palaeonemertea,,,,uncertain,,,,,,0,1,0,0,0
39200,3301,590,NEMERTEA,,Anopla,,,,uncertain,,,,uncertain,,,,,,0,1,0,0,0
43500,3302,653,NEMERTEA,,Enopla,,,,Hoplonemertea,uncertain,,,uncertain,,,,,,0,1,0,0,0
44300,3303,662,NEMERTEA,,Enopla,,,,uncertain,uncertain,,,uncertain,,,,,,0,1,0,0,0
46811,3304,702,MOLLUSCA,Adenopoda,Solenogastres,,,Pachytegmentaria,Cavibelonia,,,,uncertain,,,,,,1,1,0,0,0
